grammy_year,category,work_title,artist,winner,match_type,wasabi_title,wasabi_artist,wasabi_album,genre,album_genre,bpm,gain,publication_date,language,decade
1983,Best Inspirational Performance,He's A Rebel,Donna Summer,True,song,He's A Rebel,Donna Summer,She Works Hard For The Money,,Synthpop,143.0,-16.7,1987-05-27,,1980s
1983,"Best Gospel Performance, Female",Ageless Medley,Amy Grant,True,song,Ageless Medley,Amy Grant,The Collection,,Pop,,,,,1980s
1983,"Best Gospel Performance, Male",I Put Away My Idols (Album),Dion,False,song,I Put Away My Idols,Dion,The Best Of The Gospel Years,,Gospel,125.0,-14.5,2009-07-28,,1980s
1983,"Best Gospel Performance, Male",Walls Of Glass,Russ Taff,True,song,Walls Of Glass,Russ Taff,Walls Of Glass,,Rock,112.0,-14.4,2001-08-28,,1980s
1983,Best Gospel Performance By A Duo Or Group,White Heart (Album),White Heart,False,song,White Heart,White Heart,The Millennium Archives,,Rock,,,2000-06-13,,1980s
1983,"Best Soul Gospel Performance, Female","Jesus, I Love Calling Your Name (Album)",Shirley Caesar,False,album,I'll Keep My Light In The Window,Shirley Caesar,"Jesus, I Love Calling Your Name",,,100.0,-17.1,2009-06-30,,1980s
1983,"Best Soul Gospel Performance, Female",Peace Be Still (Album),Vanessa Bell Armstrong,False,song,Peace Be Still,Vanessa Bell Armstrong,Peace Be Still,,Gospel,140.6,-19.3,1986-10-03,,1980s
1983,"Best Soul Gospel Performance, Male",Cornerstone (Track),Leon Patillo,False,song,Cornerstone,Leon Patillo,I'll Never Stop Lovin' You,,Pop,117.0,-10.8,2009-08-18,,1980s
1983,"Best Soul Gospel Performance, Male","Precious Lord, Take My Hand (Track)",Solomon Burke,False,song,"Precious Lord, Take My Hand",Solomon Burke,Other Songs,,,,,2014-09-06,,1980s
1983,"Best Soul Gospel Performance, Male",I'll Rise Again,Al Green,True,album,It Don't Take Much,Al Green,I'll Rise Again,,,,,,,1980s
1983,Best Soul Gospel Performance By A Duo Or Group,Long Time Comin' (Album),The Winans,False,song,Long Time Comin' (Holdin' On),The Winans,Other Songs,,,98.9,-19.5,2002-06-01,,1980s
1983,"Best Jazz Fusion Performance, Vocal Or Instrumental",Procession (Album),Weather Report,False,song,Procession,Weather Report,Procession,,,137.4,-14.5,1999-02-19,,1980s
1983,"Best Jazz Vocal Performance, Duo Or Group",Why Not!,The Manhattan Transfer,True,song,Why Not! (Manhattan Carnival),The Manhattan Transfer,Bodies And Souls,,Jazz,128.0,-17.7,2005-06-28,eng,1980s
1983,Best Latin Pop Performance,Lani (Album),Lani Hall,False,album,Estare Enamorada?,Lani Hall,Lani,,,,,,,1980s
1983,Best Tropical Latin Performance,El Que La Hace La Paga (Album),Rubén Blades,False,album,Cabeza De Hacha,Rubén Blades,El Que La Hace La Paga,,,145.6,-16.6,2009-01-20,,1980s
1983,Best Mexican-American Performance,Todo (Album),Juan Gabriel,False,song,Todo,Juan Gabriel,Other Songs,,,160.0,-15.5,2009-07-30,,1980s
1983,Best Mexican-American Performance,Yo Te Necesito,Los Bukis,False,song,Yo Te Necesito,Los Bukis,Other Songs,,,181.0,-8.4,2006-11-14,,1980s
1983,Best Mexican-American Performance,Anselma,Los Lobos,True,song,Anselma,Los Lobos,...And A Time To Dance,"[""Roots rock"",""Tex-Mex""]",Latin Rock,146.0,-17.7,2009-03-01,,1980s
1983,"Best Video, Short Form",A Flock Of Seagulls (Video),A Flock Of Seagulls,False,album,I Ran (So Far Away),A Flock Of Seagulls,A Flock Of Seagulls,"[""New wave music""]",New Wave,72.0,,2008-07-26,eng,1980s
1983,"Best Video, Short Form",Bill Wyman (Video),Bill Wyman,False,album,Ride On Baby,Bill Wyman,Bill Wyman,,,158.0,-13.5,2008-02-11,,1980s
1983,Best Video Album,Word Of Mouth,Toni Basil,False,album,Mickey,Toni Basil,Word Of Mouth,"[""Bubblegum pop""]",New Wave,148.2,-14.9,2009-06-01,eng,1980s
1983,Best Video Album,Duran Duran,Duran Duran,True,album,Girls On Film,Duran Duran,Duran Duran,"[""Synthpop"",""New wave music""]",New Wave,125.0,-10.9,1986-12-08,eng,1980s
1983,"Best Pop Vocal Performance, Female",Total Eclipse Of The Heart (Single),Bonnie Tyler,False,song,Total Eclipse Of The Heart,Bonnie Tyler,Faster Than The Speed Of Night,"[""Hi-NRG""]",Rock,128.0,-10.3,2009-05-19,eng,1980s
1983,"Best Pop Vocal Performance, Female",She Works Hard For The Money (Single),Donna Summer,False,song,She Works Hard For The Money,Donna Summer,She Works Hard For The Money,"[""Post-disco"",""New wave music""]",Synthpop,136.0,-13.0,2007-09-10,eng,1980s
1983,"Best Pop Vocal Performance, Female",What's New (Album),Linda Ronstadt,False,song,What's New,Linda Ronstadt,What's New,,Country,,,,,1980s
1983,"Best Pop Vocal Performance, Female",Telefone (Long Distance Love Affair) (Single),Sheena Easton,False,song,Telefone (Long Distance Love Affair),Sheena Easton,Best Kept Secret,,Pop,138.0,-8.7,1995-04-01,eng,1980s
1983,"Best Pop Vocal Performance, Female",Flashdance - What A Feeling,Irene Cara,True,song,Flashdance... What A Feeling,Irene Cara,What A Feelin',"[""Synthpop"",""House music""]",Pop,123.4,-12.3,2011-06-10,eng,1980s
1983,"Best Pop Vocal Performance, Male",Uptown Girl (Track),Billy Joel,False,song,Uptown Girl,Billy Joel,An Innocent Man,"[""Teen pop"",""Pop rock"",""Dance-pop""]",Rock &apos;N&apos; Roll,128.0,-9.9,2006-04-03,eng,1980s
1983,"Best Pop Vocal Performance, Male",All Night Long (All Night) (Single),Lionel Richie,False,song,All Night Long (All Night),Lionel Richie,Can't Slow Down,"[""Worldbeat"",""Funk"",""Pop music""]",Pop,108.0,-13.5,2007-09-10,eng,1980s
1983,"Best Pop Vocal Performance, Male",Maniac (Single),Michael Sembello,False,song,Maniac,Michael Sembello,Bossa Nova Hotel,"[""Hi-NRG"",""Synthpop""]",Rock,159.0,-15.3,2008-06-20,eng,1980s
1983,"Best Pop Vocal Performance, Male",1999 (Album),Prince,False,song,1999,Prince,1999,"[""Funk rock"",""New wave music"",""Synthpop""]",Rock,128.0,-15.6,2014-05-18,eng,1980s
1983,"Best Pop Vocal Performance, Male",Thriller,Michael Jackson,True,song,Thriller,Michael Jackson,Thriller,"[""Disco"",""Funk""]",Pop,118.0,-9.9,2008-02-11,eng,1980s
1983,Best Pop Performance By A Duo Or Group With Vocal,Do You Really Want To Hurt Me (Single),Culture Club,False,song,Do You Really Want To Hurt Me,Culture Club,Kissing To Be Clever,"[""New wave music"",""Blue-eyed soul"",""Reggae""]",New Wave,100.0,-16.6,2008-12-08,eng,1980s
1983,Best Pop Performance By A Duo Or Group With Vocal,Every Breath You Take,The Police,True,song,Every Breath You Take,The Police,Synchronicity,"[""Rock music"",""New wave music""]",New Wave,117.0,-12.8,2007-06-11,eng,1980s
1983,Best Pop Instrumental Performance,Breakdown (Track),Joe Jackson,False,song,Breakdown,Joe Jackson,Mike's Murder,,,106.0,-17.1,2014-08-25,,1980s
1983,Best Pop Instrumental Performance,Being With You,George Benson,True,song,Being With You,George Benson,In Your Eyes,,Jazz,133.0,,2007-02-12,,1980s
1983,Best R&B Instrumental Performance,The Mood (Track),Kashif,False,song,The Mood,Kashif,Kashif,,,104.0,-13.8,2012-07-24,,1980s
1983,Best R&B Instrumental Performance,Rockit,Herbie Hancock,True,song,Rockit,Herbie Hancock,Future Shock,"[""Electro (music)""]",Jazz,111.4,-8.4,2004-11-01,,1980s
1983,"Best R&B Vocal Performance, Female",Get It Right (Album),Aretha Franklin,False,song,Get It Right,Aretha Franklin,Get It Right,,Soul,121.0,-17.8,2006-10-13,eng,1980s
1983,"Best R&B Vocal Performance, Female",I'm So Proud (Album),Deniece Williams,False,song,I'm So Proud,Deniece Williams,I'm So Proud,,R&amp;B,178.0,-12.4,2000-01-11,,1980s
1983,"Best R&B Vocal Performance, Female",The Best Is Yet To Come (Track),Patti LaBelle,False,song,The Best Is Yet To Come,Patti LaBelle,Other Songs,,,152.0,-14.3,2004-05-10,,1980s
1983,"Best R&B Vocal Performance, Female",Merciless (Album),Stephanie Mills,False,album,How Come You Don't Call Me Anymore?,Stephanie Mills,Merciless,,Soul,,,,eng,1980s
1983,"Best R&B Vocal Performance, Female",Chaka Khan,Chaka Khan,True,album,Tearin' It Up,Chaka Khan,Chaka Khan,,R&amp;B,132.0,-13.7,2013-03-26,,1980s
1983,"Best R&B Vocal Performance, Male",Party Animal (Single),James Ingram,False,song,Party Animal,James Ingram,It's Your Night,,R&amp;B,112.0,-15.3,2012-05-29,,1980s
1983,"Best R&B Vocal Performance, Male",Stay With Me Tonight,Jeffrey Osborne,False,song,Stay With Me Tonight,Jeffrey Osborne,Stay With Me Tonight,,,120.0,-10.7,2008-02-04,,1980s
1983,"Best R&B Vocal Performance, Male",Midnight Love (Album),Marvin Gaye,False,album,Midnight Lady,Marvin Gaye,Midnight Love,"[""Funk"",""Synthpop""]",R&amp;B,159.6,-13.1,2006-09-11,eng,1980s
1983,"Best R&B Vocal Performance, Male",International Lover (Track),Prince,False,song,International Lover,Prince,1999,,Rock,62.0,-15.6,2016-11-09,eng,1980s
1983,"Best R&B Vocal Performance, Male",Billie Jean,Michael Jackson,True,song,Billie Jean,Michael Jackson,Thriller,"[""Post-disco"",""Rhythm and blues"",""Electronic dance music"",""Dance-pop"",""Funk"",""Punk rock""]",Pop,117.0,-8.4,2008-02-11,eng,1980s
1983,Best R&B Performance By A Duo Or Group With Vocal,In A Special Way (Album),DeBarge,False,album,Be My Lady,DeBarge,In A Special Way,,,103.0,-16.8,1995-11-01,,1980s
1983,Best R&B Performance By A Duo Or Group With Vocal,Fall In Love With Me,"Earth, Wind & Fire",False,song,Fall In Love With Me,"Earth, Wind & Fire",Powerlight,"[""Contemporary R\u0026B"",""Electropop""]",R&amp;B,117.5,-16.5,1983-08-01,,1980s
1983,Best R&B Performance By A Duo Or Group With Vocal,Dead Giveaway (Single),Shalamar,False,song,Dead Giveaway,Shalamar,The Look,,,149.3,-13.2,2014-07-13,,1980s
1983,Best R&B Performance By A Duo Or Group With Vocal,It's Raining Men (Single),The Weather Girls,False,song,It's Raining Men,The Weather Girls,Success,"[""Hi-NRG"",""Post-disco"",""Eurodance"",""Dance-pop""]",Disco,136.0,-9.2,2007-12-10,eng,1980s
1983,"Best Rock Vocal Performance, Female",Faster Than The Speed Of Night (Album),Bonnie Tyler,False,song,Faster Than The Speed Of Night,Bonnie Tyler,Faster Than The Speed Of Night,,Rock,194.0,-13.6,1993-05-05,eng,1980s
1983,"Best Rock Vocal Performance, Female",The Key (Album),Joan Armatrading,False,song,The Key,Joan Armatrading,The Key,,,166.0,-14.7,2007-10-22,,1980s
1983,"Best Rock Vocal Performance, Female",Invisible Hands (Single),Kim Carnes,False,song,Invisible Hands,Kim Carnes,Café Racers,"[""Rock music"",""Pop rock""]",Pop Rock,,,,,1980s
1983,"Best Rock Vocal Performance, Female",Stand Back (Single),Stevie Nicks,False,song,Stand Back,Stevie Nicks,The Wild Heart,"[""Pop music"",""Electronic rock"",""Rock music"",""Pop rock""]",Rock,116.0,-8.7,2007-03-27,,1980s
1983,"Best Rock Vocal Performance, Female",Love Is A Battlefield,Pat Benatar,True,song,Love Is A Battlefield,Pat Benatar,Live From Earth,"[""New wave music""]",Rock,181.0,-12.9,2003-03-03,eng,1980s
1983,"Best Rock Vocal Performance, Male",The Distance (Album),Bob Seger,False,album,Even Now,Bob Seger,The Distance,,Rock,,,2016-01-11,,1980s
1983,"Best Rock Vocal Performance, Male",Cat People (Putting Out Fire) (Track),David Bowie,False,song,Cat People,David Bowie,Let's Dance,"[""Hard rock"",""Dance-rock"",""Post-punk"",""New wave music""]",Dance-Rock,129.0,-11.3,1998-01-19,eng,1980s
1983,"Best Rock Vocal Performance, Male",I Don't Care Anymore (Track),Phil Collins,False,song,I Don't Care Anymore,Phil Collins,"Hello, I Must Be Going!","[""Hard rock"",""Progressive rock""]",Rock,140.0,-16.1,1982-11-17,,1980s
1983,"Best Rock Vocal Performance, Male",Affair Of The Heart (Single),Rick Springfield,False,song,Affair Of The Heart,Rick Springfield,Living In Oz,"[""Hard rock""]",Rock,128.0,-18.2,2008-10-20,,1980s
1983,"Best Rock Vocal Performance, Male",Beat It,Michael Jackson,True,song,Beat It,Michael Jackson,Thriller,"[""Dance-rock"",""Hard rock""]",Pop,138.0,-7.7,2008-02-11,eng,1980s
1983,Best Rock Performance By A Duo Or Group With Vocal,In A Big Country (Single),Big Country,False,song,In A Big Country,Big Country,The Crossing,"[""Celtic rock"",""Post-punk"",""Pop rock"",""Dance-rock"",""New wave music""]",Alternative Rock,126.4,-11.1,2008-08-01,eng,1980s
1983,Best Rock Performance By A Duo Or Group With Vocal,Burning Down The House (Single),Talking Heads,False,song,Burning Down The House,Talking Heads,Speaking In Tongues,"[""Pop rock"",""New wave music""]",New Wave,103.0,-12.4,2004-08-17,eng,1980s
1983,Best Rock Performance By A Duo Or Group With Vocal,Eliminator (Album),ZZ Top,False,album,Gimme All Your Lovin',ZZ Top,Eliminator,"[""Hard rock""]",Blues Rock,120.0,-9.3,2008-02-01,eng,1980s
1983,Best Rock Performance By A Duo Or Group With Vocal,Synchronicity,The Police,True,album,Synchronicity I,The Police,Synchronicity,"[""New wave music""]",New Wave,98.0,-11.7,2007-06-11,eng,1980s
1983,Best Rock Instrumental Performance,Unused Piano: Quadrophenia (Track),Pete Townshend,False,song,Unused Piano: 'Quadrophenia',Pete Townshend,Scoop,,Rock,125.0,-13.6,0000-00-00,,1980s
1983,Best Rock Instrumental Performance,Anybody There (Single),Rainbow,False,song,Anybody There,Rainbow,Bent Out Of Shape,,Hard Rock,124.0,-13.6,1992-04-07,,1980s
1984,Best Traditional Blues Recording,Guitar Slinger (Album),Johnny Winter,False,album,"It's My Life, Baby",Johnny Winter,Guitar Slinger,,,,,,,1980s
1984,Best Recording For Children,Where The Sidewalk Ends,Shel Silverstein,True,album,Invitation,Shel Silverstein,Where The Sidewalk Ends,,Pop,130.4,-24.4,1993-01-20,,1980s
1984,"Best Country Vocal Performance, Female",Heart Over Mind (Album),Anne Murray,False,album,Once You've Had It,Anne Murray,Heart Over Mind,,,,,,,1980s
1984,"Best Country Vocal Performance, Female",The Sound Of Goodbye (Single),Crystal Gayle,False,song,The Sound Of Goodbye,Crystal Gayle,Cage The Songbird,"[""Country music""]",Country,104.0,-9.9,2007-08-28,,1980s
1984,"Best Country Vocal Performance, Female",Tennessee Homesick Blues (Single),Dolly Parton,False,song,Tennessee Homesick Blues,Dolly Parton,Rhinestone,,Country,,,2015-12-11,,1980s
1984,"Best Country Vocal Performance, Female",Your Heart's Not In It (Single),Janie Fricke,False,song,Your Heart's Not In It,Janie Fricke,Now & Then,,Country,,,2007-08-21,,1980s
1984,"Best Country Vocal Performance, Female",In My Dreams,Emmylou Harris,True,song,In My Dreams,Emmylou Harris,White Shoes,,Country,146.0,-13.8,2001-04-20,,1980s
1984,"Best Country Vocal Performance, Male",All My Rowdy Friends Are Coming Over Tonight (Single),Hank Williams Jr.,False,song,All My Rowdy Friends Are Coming Over Tonight,"Hank Williams, Jr.",Major Moves,"[""Southern rock"",""Blues rock"",""Country music""]",Country,145.0,-11.2,1993-09-17,eng,1980s
1984,"Best Country Vocal Performance, Male",God Bless The U.S.A. (Single),Lee Greenwood,False,song,God Bless The USA,Lee Greenwood,You've Got A Good Love Comin',"[""Patriotic song"",""Country music""]",Country,144.0,-13.3,1993-08-02,,1980s
1984,"Best Country Vocal Performance, Male",Country Boy (Album),Ricky Skaggs,False,song,Country Boy,Ricky Skaggs,Country Boy,"[""Country pop"",""Bluegrass music""]",Country,162.8,-18.5,1980-01-01,,1980s
1984,"Best Country Vocal Performance, Male",City Of New Orleans (Single),Willie Nelson,False,song,City Of New Orleans,Willie Nelson,City Of New Orleans,,Country,150.0,-13.1,2007-11-30,eng,1980s
1984,"Best Country Vocal Performance, Male",That's The Way Love Goes,Merle Haggard,True,song,That's The Way Love Goes,Merle Haggard,That's The Way Love Goes,"[""Country music""]",Country,,,,,1980s
1984,Best Country Performance By A Duo Or Group With Vocal,If You're Gonna Play In Texas (You Gotta Have A Fiddle In The Band) (Single),Alabama,False,song,If You're Gonna Play In Texas (You Gotta Have A Fiddle In The Band),Alabama,Roll On,,Country,116.0,-14.6,2007-03-27,,1980s
1984,Best Country Performance By A Duo Or Group With Vocal,Mama He's Crazy,The Judds,True,song,Mama He's Crazy,The Judds,Wynonna & Naomi,,Country,,,,,1980s
1984,Best Country Instrumental Performance,East Tennessee Christmas (Album),Chet Atkins,False,song,East Tennessee Christmas,Chet Atkins,East Tennessee Christmas,,,164.062,-15.9,1987-09-22,,1980s
1984,Best Country Instrumental Performance,Wheel Hoss,Ricky Skaggs,True,song,Wheel Hoss,Ricky Skaggs,Country Boy,,Country,135.1,-18.7,1980-01-01,,1980s
1984,Record Of The Year,Dancing In The Dark (Single),Bruce Springsteen,False,song,Dancing In The Dark,Bruce Springsteen,Born In The U.S.A.,"[""Pop rock"",""Electronic rock""]",Rock,148.0,-9.4,1998-01-09,eng,1980s
1984,Record Of The Year,Hard Habit To Break (Single),Chicago,False,song,Hard Habit To Break,Chicago,Chicago 17,"[""Soft rock""]",Rock,162.0,-9.2,2006-10-02,eng,1980s
1984,Record Of The Year,Girls Just Want To Have Fun (Single),Cyndi Lauper,False,song,Girls Just Want To Have Fun,Cyndi Lauper,She's So Unusual,"[""Synthpop"",""Dance-pop"",""Reggae fusion"",""New wave music""]",Pop,120.0,-6.2,2007-11-30,eng,1980s
1984,Record Of The Year,What's Love Got To Do With It,Tina Turner,True,song,What's Love Got To Do With It,Tina Turner,Private Dancer,"[""Pop music"",""Hip hop music""]",Rock,,,,eng,1980s
1984,Album Of The Year,Born In The U.S.A. (Album),Bruce Springsteen,False,song,Born In The U.S.A.,Bruce Springsteen,Born In The U.S.A.,"[""Heartland rock""]",Rock,123.0,-9.7,2003-11-11,eng,1980s
1984,Album Of The Year,She's So Unusual (Album),Cyndi Lauper,False,album,Money Changes Everything,Cyndi Lauper,She's So Unusual,"[""Pop rock"",""New wave music""]",Pop,120.0,-9.3,2003-04-23,eng,1980s
1984,Album Of The Year,Private Dancer (Album),Tina Turner,False,song,Private Dancer,Tina Turner,Private Dancer,,Rock,116.0,-13.0,1997-02-17,eng,1980s
1984,Album Of The Year,Can't Slow Down,Lionel Richie,True,song,Can't Slow Down,Lionel Richie,Can't Slow Down,,Pop,123.0,-16.9,2015-05-08,eng,1980s
1984,Best Inspirational Performance,Whiter Than Snow (Track),Deniece Williams,False,song,Whiter Than Snow,Deniece Williams,Let's Hear It For The Boy,,Pop,99.0,-13.9,2016-04-01,,1980s
1984,Best Inspirational Performance,Forgive Me,Donna Summer,True,song,Forgive Me,Donna Summer,Cats Without Claws,,Synthpop,172.3,-10.9,0000-00-00,eng,1980s
1984,"Best Gospel Performance, Female",Surrender (Album),Debby Boone,False,song,Surrender,Debby Boone,Surrender,,,,,1983-01-01,,1980s
1984,"Best Gospel Performance, Female",Heart And Soul (Album),Kathy Troccoli,False,album,Long Distance Letter,Kathy Troccoli,Heart And Soul,,Contemporary Christian,,,,,1980s
1984,"Best Gospel Performance, Female",Angels,Amy Grant,True,song,Angels,Amy Grant,Straight Ahead,,Contemporary Christian,103.0,-11.1,2007-08-14,,1980s
1984,"Best Gospel Performance, Male",J.E.S.U.S. (Track),Leon Patillo,False,song,J.E.S.U.S.,Leon Patillo,The Sky's The Limit,,Pop,113.0,-24.0,2009-08-18,,1980s
1984,"Best Gospel Performance, Male",Meltdown (Album),Steve Taylor,False,song,Meltdown (At Madame Tussaud's),Steve Taylor,Meltdown,,Christian Rock,175.9,-17.2,1988-01-01,,1980s
1984,Best Gospel Performance By A Duo Or Group,Not Of This World (Album),Petra,False,song,Not Of This World,Petra,Not Of This World,,Rock,103.0,-19.7,1983-01-01,eng,1980s
1984,"Best Soul Gospel Performance, Female",Sailin',Shirley Caesar,True,album,Lord Let Your Spirit Fall On Me,Shirley Caesar,Sailin',,,156.0,-15.8,2009-06-30,,1980s
1984,"Best Soul Gospel Performance, Male",Trust In God (Album),Al Green,False,song,Trust In God,Al Green,Trust In God,,,129.0,-17.2,2002-10-28,,1980s
1984,Best Mexican-American Performance,Eternamente Tuyo (Album),Raphael,False,album,Y Fuimos Dos,Raphael,Eternamente Tuyo,,,91.0,-11.5,2012-03-09,,1980s
1984,Best Video,Twist Of Fate (Video),Olivia Newton-John,False,song,Twist Of Fate,Olivia Newton-John,Back To Basics: The Essential Collection 1971-1992,"[""Electronic rock"",""Pop rock""]",Pop,164.0,-9.9,2010-05-07,,1980s
1984,Best Video,David Bowie,David Bowie,True,album,Uncle Arthur,David Bowie,David Bowie,,Baroque Pop,100.0,-15.0,2015-09-29,,1980s
1984,Best Video Album,We're All Devo (Video),Devo,False,song,We're All Devo,Devo,Pioneers Who Got Scalped: The Anthology,,,,,,,1980s
1984,Best Video Album,Heartbeat City,The Cars,False,song,Heartbeat City,The Cars,Heartbeat City,,New Wave,143.0,-18.1,2007-01-29,,1980s
1984,"Best Pop Vocal Performance, Female",Girls Just Want To Have Fun (Single),Cyndi Lauper,False,song,Girls Just Want To Have Fun,Cyndi Lauper,She's So Unusual,"[""Synthpop"",""Dance-pop"",""Reggae fusion"",""New wave music""]",Pop,120.0,-6.2,2007-11-30,eng,1980s
1984,"Best Pop Vocal Performance, Female",Let's Hear It For The Boy (Single),Deniece Williams,False,song,Let's Hear It For The Boy,Deniece Williams,Let's Hear It For The Boy,"[""Contemporary R\u0026B"",""Freestyle music"",""Dance-pop"",""Synthpop""]",Pop,122.0,-16.6,1999-03-22,eng,1980s
1984,"Best Pop Vocal Performance, Female",Strut (Single),Sheena Easton,False,song,Strut,Sheena Easton,A Private Heaven,"[""Pop music""]",Dance-Pop,114.0,-12.6,1993-06-07,eng,1980s
1984,"Best Pop Vocal Performance, Female",The Glamorous Life (Single),Sheila E.,False,song,The Glamorous Life,Sheila E.,The Glamorous Life,"[""Pop music"",""House music"",""Funk"",""Dance music""]",Pop,127.0,-18.0,2005-02-08,,1980s
1984,"Best Pop Vocal Performance, Female",What's Love Got To Do With It,Tina Turner,True,song,What's Love Got To Do With It,Tina Turner,Private Dancer,"[""Pop music"",""Hip hop music""]",Rock,,,,eng,1980s
1984,"Best Pop Vocal Performance, Male",Missing You (Single),John Waite,False,song,Missing You,John Waite,No Brakes,"[""Dance-rock"",""Pop music"",""Country music"",""Soft rock""]",Rock,103.0,-11.1,2010-03-19,eng,1980s
1984,"Best Pop Vocal Performance, Male",Footloose (Single),Kenny Loggins,False,song,Footloose,Kenny Loggins,Outside: From The Redwoods,"[""Pop rock""]",Soft Rock,173.0,-7.2,2007-12-10,eng,1980s
1984,"Best Pop Vocal Performance, Male",Hello (Single),Lionel Richie,False,song,Hello,Lionel Richie,Can't Slow Down,"[""Soft rock""]",Pop,125.0,-18.0,2015-05-08,eng,1980s
1984,"Best Pop Vocal Performance, Male",I Just Called To Say I Love You (Single),Stevie Wonder,False,song,I Just Called To Say I Love You,Stevie Wonder,The Woman In Red,"[""Synthpop"",""Soul music"",""Contemporary R\u0026B""]",Pop,113.0,-17.7,1992-05-14,,1980s
1984,"Best Pop Vocal Performance, Male",Against All Odds (Take A Look At Me Now),Phil Collins,True,song,Against All Odds (Take A Look At Me Now),Phil Collins,Serious Hits... Live!,"[""Pop music"",""Soft rock"",""Pop rock""]",Pop,116.0,-11.4,2005-07-05,eng,1980s
1984,Best Pop Performance By A Duo Or Group With Vocal,Hard Habit To Break (Single),Chicago,False,song,Hard Habit To Break,Chicago,Chicago 17,"[""Soft rock""]",Rock,162.0,-9.2,2006-10-02,eng,1980s
1984,Best Pop Performance By A Duo Or Group With Vocal,Drive (Single),The Cars,False,song,Drive,The Cars,Heartbeat City,"[""New wave music"",""Soft rock""]",New Wave,166.0,-13.3,2007-01-29,eng,1980s
1984,Best Pop Performance By A Duo Or Group With Vocal,Wake Me Up Before You Go-Go (Single),Wham!,False,song,Wake Me Up Before You Go-Go,Wham!,Make It Big,"[""Dance-pop"",""Dance-rock"",""Pop rock""]",New Wave,81.0,-10.5,2007-12-10,eng,1980s
1984,Best Pop Performance By A Duo Or Group With Vocal,Owner Of A Lonely Heart (Single),Yes,False,song,Owner Of A Lonely Heart,Yes,90125,"[""Dance-rock""]",Progressive Rock,124.0,-11.2,2007-12-03,eng,1980s
1984,Best Pop Performance By A Duo Or Group With Vocal,Jump (For My Love),The Pointer Sisters,True,song,Jump (For My Love),The Pointer Sisters,Break Out,"[""Electronic music"",""Dance music"",""Dance-pop"",""Synthpop""]",R&amp;B,134.0,-7.8,2007-12-10,eng,1980s
1984,Best Pop Instrumental Performance,The Natural (Album),Randy Newman,False,song,The Natural,Randy Newman,Other Songs,,,151.0,-19.2,1984-06-13,,1980s
1984,Best Pop Instrumental Performance,I Just Called To Say I Love You (Instrumental) (Single),Stevie Wonder,False,song,I Just Called To Say I Love You,Stevie Wonder,The Woman In Red,"[""Synthpop"",""Soul music"",""Contemporary R\u0026B""]",Pop,113.0,-17.7,1992-05-14,,1980s
1984,Best Pop Instrumental Performance,Ghostbusters (Instrumental),"Ray Parker, Jr.",True,song,Ghostbusters,"Ray Parker, Jr.",Songs on Compilations and Soundtracks,"[""Hip hop music"",""Alternative rock"",""Dance-pop""]",,115.0,-12.8,2007-10-09,eng,1980s
1984,Best R&B Instrumental Performance,Shortberry Strawcake (Track),Sheila E.,False,song,Shortberry Strawcake,Sheila E.,The Glamorous Life,,Pop,120.0,-16.8,2005-02-08,,1980s
1984,"Best R&B Vocal Performance, Female",Let's Hear It For The Boy (Album),Deniece Williams,False,song,Let's Hear It For The Boy,Deniece Williams,Let's Hear It For The Boy,"[""Contemporary R\u0026B"",""Freestyle music"",""Dance-pop"",""Synthpop""]",Pop,122.0,-16.6,1999-03-22,eng,1980s
1984,"Best R&B Vocal Performance, Female",Patti Austin (Album),Patti Austin,False,album,It's Gonna Be Special,Patti Austin,Patti Austin,,R&amp;B,,,,,1980s
1984,"Best R&B Vocal Performance, Female",Let The Music Play (Album),Shannon,False,song,Let The Music Play,Shannon,Let The Music Play,"[""Freestyle music"",""Dance-pop"",""Funk""]",Funk,118.1,-12.3,2006-07-28,eng,1980s
1984,"Best R&B Vocal Performance, Female",Let's Stay Together (Single),Tina Turner,False,song,Let's Stay Together,Tina Turner,Private Dancer,"[""Funk"",""Synthpop"",""Soul music"",""Rhythm and blues""]",Rock,,,,eng,1980s
1984,"Best R&B Vocal Performance, Female",I Feel For You,Chaka Khan,True,song,I Feel For You,Chaka Khan,I Feel For You,"[""Rhythm and blues""]",R&amp;B,124.0,-12.2,2006-04-18,eng,1980s
1984,"Best R&B Vocal Performance, Male",In The Name Of Love (Track),Bill Withers,False,song,In The Name Of Love,Bill Withers,Other Songs,,,92.0,-12.9,2010-01-29,,1980s
1984,"Best R&B Vocal Performance, Male",It's Your Night (Album),James Ingram,False,song,It's Your Night,James Ingram,It's Your Night,,R&amp;B,94.0,-16.7,2012-05-29,,1980s
1984,"Best R&B Vocal Performance, Male",Don't Stop (Album),Jeffrey Osborne,False,song,Don't Stop,Jeffrey Osborne,Don't Stop,,,148.7,-12.3,2003-01-22,,1980s
1984,"Best R&B Vocal Performance, Male",The Woman In Red (Track),Stevie Wonder,False,song,The Woman In Red,Stevie Wonder,The Woman In Red,,Pop,118.0,-16.9,1992-05-14,,1980s
1984,"Best R&B Vocal Performance, Male",Caribbean Queen (No More Love On The Run),Billy Ocean,True,song,Caribbean Queen,Billy Ocean,Suddenly,"[""Post-disco""]",Pop,113.0,-10.0,1989-03-07,eng,1980s
