grammy_year,category,work_title,artist,winner,match_type,wasabi_title,wasabi_artist,wasabi_album,genre,album_genre,bpm,gain,publication_date,language,decade
1998,Best Female R&B Vocal Performance,Doo Wop (That Thing),Lauryn Hill,True,song,Doo Wop (That Thing),Lauryn Hill,The Miseducation Of Lauryn Hill,"[""Hip hop soul"",""Hip hop music"",""Contemporary R\u0026B"",""Soul music""]",R&amp;B,99.0,-12.6,2009-09-30,eng,1990s
1998,Best Male R&B Vocal Performance,The Only One For Me (Single),Brian McKnight,False,song,The Only One For Me,Brian McKnight,Anytime,,R&amp;B,109.0,-12.6,2014-12-19,,1990s
1998,Best Male R&B Vocal Performance,I Know (Single),Luther Vandross,False,song,I Know,Luther Vandross,I Know,,R&amp;B,164.0,-10.6,1998-08-11,,1990s
1998,Best Male R&B Vocal Performance,Matrimony: Maybe You (Track),Maxwell,False,song,Matrimony: Maybe You,Maxwell,Embrya,,R&amp;B,95.9,-12.0,1998-06-30,,1990s
1998,Best Male R&B Vocal Performance,My Way (Single),Usher,False,song,My Way,Usher,My Way,"[""Contemporary R\u0026B""]",R&amp;B,90.0,-12.4,2004-04-19,,1990s
1998,Best R&B Performance By A Duo Or Group With Vocal,Stay (Track),The Temptations,False,song,Stay,The Temptations,Phoenix Rising,,R&amp;B,94.0,,1998-08-18,,1990s
1998,Best R&B Album,A Rose Is Still A Rose (Album),Aretha Franklin,False,song,A Rose Is Still A Rose,Aretha Franklin,A Rose Is Still A Rose,"[""Neo soul"",""Hip hop soul"",""Contemporary R\u0026B""]",R&amp;B,175.9,-12.5,2008-02-25,,1990s
1998,Best R&B Album,Never Say Never (Album),Brandy,False,song,Never Say Never,Brandy,Never Say Never,,R&amp;B,140.0,-9.9,1998-05-29,,1990s
1998,Best R&B Album,Live (Album),Erykah Badu,False,album,Rimshot (Intro),Erykah Badu,Live,,Neo Soul,137.0,-13.3,2004-10-25,,1990s
1998,Best R&B Album,Embrya (Album),Maxwell,False,song,Embrya,Maxwell,Embrya,,R&amp;B,132.1,-26.0,1998-06-30,,1990s
1998,Best R&B Album,The Miseducation Of Lauryn Hill,Lauryn Hill,True,song,The Miseducation Of Lauryn Hill,Lauryn Hill,The Miseducation Of Lauryn Hill,,R&amp;B,139.2,-13.2,2015-02-20,,1990s
1998,Best Rap Performance By A Duo Or Group,Rosa Parks,OutKast,False,song,Rosa Parks,OutKast,Aquemini,"[""Hip hop music"",""Country rap"",""Crunk""]",Southern Hip Hop,103.0,-9.5,1997-09-28,eng,1990s
1998,Best Rap Performance By A Duo Or Group,Intergalactic,Beastie Boys,True,song,Intergalactic,Beastie Boys,Hello Nasty,"[""Alternative hip hop""]",Hip Hop,106.0,-10.2,1999-11-23,eng,1990s
1998,Best Reggae Album,Many Moods Of Moses (Album),Beenie Man,False,album,Foundation,Beenie Man,Many Moods Of Moses,,,186.0,-13.7,2007-12-11,,1990s
1998,Best Reggae Album,Inna Heights (Album),Buju Banton,False,album,Our Father In Zion,Buju Banton,Inna Heights,,Dancehall,138.0,-11.3,2008-01-15,,1990s
1998,Best Female Rock Vocal Performance,Can't Let Go (Track),Lucinda Williams,False,song,Can't Let Go,Lucinda Williams,Car Wheels On A Gravel Road,,Contemporary Folk,187.0,-11.2,2006-11-10,eng,1990s
1998,Best Female Rock Vocal Performance,There Goes The Neighborhood (Track),Sheryl Crow,False,song,There Goes The Neighborhood,Sheryl Crow,The Globe Sessions,,Rock,106.0,-9.1,1999-10-11,,1990s
1998,Best Female Rock Vocal Performance,Raspberry Swirl (Track),Tori Amos,False,song,Raspberry Swirl,Tori Amos,From The Choirgirl Hotel,"[""Electronic dance music""]",Alternative Rock,128.0,-8.9,2008-12-16,eng,1990s
1998,Best Female Rock Vocal Performance,Uninvited,Alanis Morissette,True,song,Uninvited,Alanis Morissette,Supposed Former Infatuation Junkie,"[""Progressive house"",""Electronica""]",Alternative Rock,130.0,-8.0,2005-11-11,eng,1990s
1998,Best Male Rock Vocal Performance,Everybody Here Wants You (Track),Jeff Buckley,False,song,Everybody Here Wants You,Jeff Buckley,Sketches For My Sweetheart The Drunk,,,120.0,-12.0,2007-05-11,,1990s
1998,Best Male Rock Vocal Performance,Almost Saturday Night (Track),John Fogerty,False,song,Almost Saturday Night,John Fogerty,John Fogerty,,Rock,128.0,-7.9,2005-01-01,eng,1990s
1998,Best Male Rock Vocal Performance,Have A Little Faith In Me (Track),John Hiatt,False,song,Have A Little Faith In Me,John Hiatt,Bring The Family,"[""Rock music""]",Rock,155.0,-18.0,2006-10-06,eng,1990s
1998,Best Male Rock Vocal Performance,Your Life Is Now (Track),John Mellencamp,False,song,Your Life Is Now,John Mellencamp,John Mellencamp,,Rock,116.0,-11.5,2004-10-21,,1990s
1998,Best Male Rock Vocal Performance,Fly Away,Lenny Kravitz,True,song,Fly Away,Lenny Kravitz,5,"[""Funk rock""]",Rock,160.0,-9.4,2000-10-24,eng,1990s
1998,Best Rock Performance By A Duo Or Group With Vocal,The Way (Track),Fastball,False,song,The Way,Fastball,All The Pain Money Can Buy,"[""Alternative rock""]",Rock,120.0,-9.2,2002-08-27,eng,1990s
1998,Best Rock Performance By A Duo Or Group With Vocal,Celebrity Skin (Track),Hole,False,song,Celebrity Skin,Hole,Celebrity Skin,"[""Power pop"",""Post-grunge"",""Alternative rock""]",Alternative Rock,134.0,-8.7,2007-11-23,eng,1990s
1998,Best Rock Performance By A Duo Or Group With Vocal,Bitter Sweet Symphony (Single),The Verve,False,song,Bitter Sweet Symphony,The Verve,Urban Hymns,"[""Britpop""]",Indie Rock,170.0,-9.9,1997-09-29,eng,1990s
1998,Best Rock Performance By A Duo Or Group With Vocal,Heroes (Track),The Wallflowers,False,song,Heroes,The Wallflowers,Songs from Compilations and Soundtracks,,,,,,eng,1990s
1998,Best Rock Performance By A Duo Or Group With Vocal,Pink,Aerosmith,True,song,Pink,Aerosmith,Nine Lives,"[""Blues rock"",""Alternative rock""]",Rock,171.6,-7.9,1990-07-02,eng,1990s
1998,Best Hard Rock Performance,Psycho Circus (Track),Kiss,False,song,Psycho Circus,Kiss,Psycho Circus,"[""Hard rock"",""Heavy metal music""]",Hard Rock,121.0,-8.2,2008-10-20,eng,1990s
1998,Best Hard Rock Performance,The Dope Show (Track),Marilyn Manson,False,song,The Dope Show,Marilyn Manson,Mechanical Animals,"[""Glam rock"",""Industrial rock""]",Alternative Rock,134.0,-8.7,2007-12-03,eng,1990s
1998,Best Hard Rock Performance,Fuel (Track),Metallica,False,song,Fuel,Metallica,ReLoad,"[""Heavy metal music""]",Heavy Metal,107.0,,2009-04-14,eng,1990s
1998,Best Hard Rock Performance,Do The Evolution (Track),Pearl Jam,False,song,Do The Evolution,Pearl Jam,Yield,,,140.0,-8.8,2001-01-01,eng,1990s
1998,Best Metal Performance,Bullet Train (Track),Judas Priest,False,song,Bullet Train,Judas Priest,Jugulator,,Heavy Metal,,,,,1990s
1998,Best Metal Performance,Fried Chicken And Coffee (Track),Nashville Pussy,False,song,Fried Chicken And Coffee,Nashville Pussy,Let Them Eat Pussy,,,,-5.7,1998-08-24,,1990s
1998,Best Metal Performance,No Shelter (Track),Rage Against The Machine,False,song,No Shelter,Rage Against The Machine,No Shelter,,,102.0,-6.3,2003-11-08,eng,1990s
1998,Best Metal Performance,Du Hast (Track),Rammstein,False,song,Du Hast,Rammstein,Sehnsucht,"[""Neue Deutsche Härte"",""Industrial metal""]",Neue Deutsche H&#xE4;rte,124.9,-9.3,2011-11-03,,1990s
1998,Best Metal Performance,Better Than You,Metallica,True,song,Better Than You,Metallica,ReLoad,"[""Heavy metal music""]",Heavy Metal,156.0,-8.4,2008-08-18,,1990s
1998,Best Rock Instrumental Performance,El Distorto De Melodica (Track),Everclear,False,song,El Distorto De Melodica,Everclear,So Much For The Afterglow,,Alternative Rock,183.0,-10.4,1997-09-25,,1990s
1998,Best Rock Instrumental Performance,The Ironic Twist (Track),Jimmie Vaughan,False,song,The Ironic Twist,Jimmie Vaughan,Out There,,,111.0,-9.5,1998-06-08,,1990s
1998,Best Rock Instrumental Performance,A Train Of Angels (Track),Joe Satriani,False,song,A Train Of Angels,Joe Satriani,Crystal Planet,,Instrumental Rock,173.7,-9.0,2008-06-16,,1990s
1998,Best Rock Instrumental Performance,Take California (Track),Propellerheads,False,song,Take California,Propellerheads,Decksandrumsandrockandroll,,Electronica,119.8,-8.7,2010-04-23,eng,1990s
1998,Best Rock Album,Before These Crowded Streets (Album),Dave Matthews Band,False,album,Pantala Naga Pampa,Dave Matthews Band,Before These Crowded Streets,"[""Rock music""]",Alternative Rock,113.3,-14.1,1980-01-04,eng,1990s
1998,Best Rock Album,Version 2.0 (Album),Garbage,False,album,Temptation Waits,Garbage,Version 2.0,"[""Electronica"",""Alternative rock""]",Alternative Rock,128.0,-10.1,2005-03-28,eng,1990s
1998,Best Rock Album,Celebrity Skin (Album),Hole,False,song,Celebrity Skin,Hole,Celebrity Skin,"[""Power pop"",""Post-grunge"",""Alternative rock""]",Alternative Rock,134.0,-8.7,2007-11-23,eng,1990s
1998,Best Rock Album,Premonition (Album),John Fogerty,False,song,Premonition,John Fogerty,Premonition,,Rock,123.0,-12.3,2004-08-31,,1990s
1998,Best Rock Album,The Globe Sessions,Sheryl Crow,True,album,My Favorite Mistake,Sheryl Crow,The Globe Sessions,"[""Rock music"",""Blues rock""]",Rock,104.0,-8.8,2007-11-13,eng,1990s
1998,Best Spoken Comedy Album,Totally Committed (Album),Jeff Foxworthy,False,song,Totally Committed,Jeff Foxworthy,Totally Committed,,Comedy,119.0,-11.4,1998-05-19,,1990s
1998,Best World Music Album,Contact From The Underworld Of Redboy (Album),Robbie Robertson,False,album,The Sound Is Fading,Robbie Robertson,Contact From The Underworld Of Redboy,,,102.0,-13.1,1998-02-26,,1990s
1998,Best Dance Recording,When Will You Learn (Track),Boy George,False,song,When Will You Learn,Boy George,Other Songs,,,,,,,1990s
1998,Best Dance Recording,Disco Inferno (Track),Cyndi Lauper,False,song,Disco Inferno,Cyndi Lauper,Songs on Compilations and Soundtracks,"[""Funk"",""Disco"",""Pop music""]",,130.8,-9.4,2008-05-26,,1990s
1998,Best Dance Recording,Around The World (Single),Daft Punk,False,song,Around The World,Daft Punk,Homework,"[""House music"",""Disco house""]",House,121.243,-11.3,1997-04-11,,1990s
1998,Best Dance Recording,Heaven's What I Feel (Single),Gloria Estefan,False,song,Heaven's What I Feel,Gloria Estefan,Gloria!,,Dance,,,,,1990s
1998,Best Dance Recording,Ray Of Light,Madonna,True,song,Ray Of Light,Madonna,Ray Of Light,"[""Electronic dance music""]",Pop,127.0,-9.9,1998-06-02,eng,1990s
1998,Best Latin Rock/Alternative Performance,Fin De Siglo (Album),El Tri,False,song,Fin De Siglo,El Tri,Other Songs,,,,,,,1990s
1998,Best Latin Rock/Alternative Performance,Donde Estan Los Ladrones? (Album),Shakira,False,song,Donde Estan Los Ladrones,Shakira,Other Songs,,,122.0,-8.9,1999-03-30,spa,1990s
1998,Best Rap Album,The Love Movement (Album),A Tribe Called Quest,False,album,Start It Up,A Tribe Called Quest,The Love Movement,,Hip Hop,92.0,-11.9,1998-09-28,,1990s
1998,Best Traditional R&B Vocal Performance,To Make Me Who I Am (Album),Aaron Neville,False,song,To Make Me Who I Am,Aaron Neville,To Make Me Who I Am,,R&amp;B,134.0,-10.7,2009-07-14,,1990s
1998,Best Traditional R&B Vocal Performance,I Know (Album),Luther Vandross,False,song,I Know,Luther Vandross,I Know,,R&amp;B,164.0,-10.6,1998-08-11,,1990s
1998,Best Traditional R&B Vocal Performance,Believe In Me (Album),Regina Belle,False,song,Believe In Me,Regina Belle,Believe In Me,,R&amp;B,172.0,-10.3,1998-09-22,,1990s
1998,Best Traditional R&B Vocal Performance,Phoenix Rising (Album),The Temptations,False,album,Here After (Interlude),The Temptations,Phoenix Rising,,R&amp;B,141.0,,1998-08-18,,1990s
1998,Best Rap Solo Performance,Dangerous (Single),Busta Rhymes,False,song,Dangerous,Busta Rhymes,When Disaster Strikes,,Hip Hop,103.0,-12.4,2006-08-22,,1990s
1998,Best Rap Solo Performance,Hard Knock Life (Track),Jay-Z,False,song,Hard Knock Life (Ghetto Anthem),Jay-Z,Vol. 2... Hard Knock Life,"[""East Coast hip hop""]",East Coast Hip Hop,153.0,-11.1,2007-06-11,eng,1990s
1998,Best Rap Solo Performance,Lost Ones (Track),Lauryn Hill,False,song,Lost Ones,Lauryn Hill,The Miseducation Of Lauryn Hill,,R&amp;B,189.0,-10.7,1998-06-17,,1990s
1998,Best Rap Solo Performance,Gone Till November (Single),Wyclef Jean,False,song,Gone Till November,Wyclef Jean,Carnival,,Hip Hop,86.0,-13.7,2001-01-01,,1990s
1998,Best Rap Solo Performance,Gettin' Jiggy Wit It,Will Smith,True,song,Gettin' Jiggy Wit It,Will Smith,Big Willie Style,"[""Hip hop music"",""Pop-rap""]",Hip Hop,108.0,-10.2,2002-11-25,eng,1990s
1999,Best Alternative Music Performance,"You've Come A Long Way, Baby (Album)",Fatboy Slim,False,song,"You've Come A Long Way, Baby",Fatboy Slim,Singles,,,,,,,1990s
1999,Best Alternative Music Performance,Play (Album),Moby,False,album,Honey,Moby,Play,"[""Breakbeat"",""Blues""]",Electronica,102.1,-13.0,2006-11-06,eng,1990s
1999,Best Alternative Music Performance,The Fragile (Album),Nine Inch Nails,False,song,The Fragile,Nine Inch Nails,The Fragile,,Industrial Rock,143.0,-9.0,2001-05-18,,1990s
1999,Best Alternative Music Performance,To Venus And Back (Album),Tori Amos,False,album,Bliss,Tori Amos,To Venus And Back,"[""Baroque pop"",""Electronic music"",""Alternative rock""]",Alternative Rock,114.0,-11.7,2005-06-28,eng,1990s
1999,Best Alternative Music Performance,Mutations,Beck,True,album,Cold Brains,Beck,Mutations,"[""Psychedelic folk"",""Folk rock""]",Folk Rock,155.0,-10.2,2015-05-18,,1990s
1999,Best Traditional Blues Album,Blues On The Bayou,B.B. King,True,album,Blues Boys Tune,B.B. King,Blues On The Bayou,,Blues,99.0,-11.1,2010-10-04,,1990s
1999,Best Contemporary Blues Album,Wander This World (Album),Jonny Lang,False,song,Wander This World,Jonny Lang,Wander This World,,Blues,97.0,-11.4,1998-09-30,,1990s
1999,Best Female Country Vocal Performance,Forget About It (Track),Alison Krauss,False,song,Forget About It,Alison Krauss,Forget About It,,Bluegrass,182.0,-13.0,2011-11-22,,1990s
1999,Best Female Country Vocal Performance,Ordinary Heart (Track),Emmylou Harris,False,song,Ordinary Heart,Emmylou Harris,Songs on Compilations and Soundtracks,,,,,,,1990s
1999,Best Female Country Vocal Performance,Let Me Let Go (Single),Faith Hill,False,song,Let Me Let Go,Faith Hill,Faith,"[""Country music""]",Country,91.0,-11.9,2001-10-01,eng,1990s
1999,Best Female Country Vocal Performance,I Love You (Track),Martina McBride,False,song,I Love You,Martina McBride,Emotion,,Country,106.0,-11.1,2000-02-28,,1990s
1999,Best Female Country Vocal Performance,Man! I Feel Like A Woman!,Shania Twain,True,song,Man! I Feel Like A Woman!,Shania Twain,Come On Over,"[""Country pop"",""Country rock"",""Dance-rock""]",Country,124.0,-7.6,1999-05-01,eng,1990s
1999,Best Male Country Vocal Performance,Crazy Little Thing Called Love (Single),Dwight Yoakam,False,song,Crazy Little Thing Called Love,Dwight Yoakam,Last Chance For A Thousand Years: Greatest Hits From The 90's,,Country,166.0,-7.5,2004-07-27,,1990s
1999,Best Male Country Vocal Performance,That's Right (You're Not From Texas) (Track),Lyle Lovett,False,song,That's Right (You're Not From Texas),Lyle Lovett,The Road To Ensenada,,Country,,,,,1990s
1999,Best Male Country Vocal Performance,Please Remember Me (Single),Tim McGraw,False,song,Please Remember Me,Tim McGraw,A Place In The Sun,"[""Country music"",""Country pop""]",Country,152.0,-11.4,2015-02-20,,1990s
1999,Best Male Country Vocal Performance,Don't Come Cryin' To Me (Single),Vince Gill,False,song,Don't Come Cryin' To Me,Vince Gill,The Key,,Country,132.0,-13.4,1998-01-01,,1990s
1999,Best Male Country Vocal Performance,Choices,George Jones,True,song,Choices,George Jones,Cold Hard Truth,,Country,137.0,-14.0,2001-09-25,,1990s
1999,Best Country Performance By A Duo Or Group With Vocal,Honky Tonk Song (Track),BR5-49,False,song,Honky Tonk Song,BR5-49,BR5-49,,,124.2,-11.9,1996-11-04,,1990s
1999,Best Country Performance By A Duo Or Group With Vocal,Unbelievable (Single),Diamond Rio,False,song,Unbelievable,Diamond Rio,Unbelievable,,Country,157.8,-12.0,2007-07-24,,1990s
1999,Best Country Performance By A Duo Or Group With Vocal,Amazed (Track),Lonestar,False,song,Amazed,Lonestar,Lonely Grill,"[""Country music"",""Pop music"",""Soft rock""]",,139.7,-12.7,2006-09-11,,1990s
1999,Best Country Performance By A Duo Or Group With Vocal,Little Good-Byes (Single),SheDaisy,False,song,Little Good-Byes,SHeDAISY,The Whole SHeBANG,,Country,167.0,-12.1,2006-10-31,,1990s
1999,Best Country Performance By A Duo Or Group With Vocal,Ready To Run,Dixie Chicks,True,song,Ready To Run,Dixie Chicks,Fly,,Country,98.7,-12.2,1999-08-27,eng,1990s
1999,Best Country Instrumental Performance,The Greatest Love Of All Time (Reprise) (Track),Marty Stuart,False,song,The Greatest Love Of All Time,Marty Stuart,The Pilgrim,,Country,118.0,,1999-06-15,,1990s
1999,Best Country Instrumental Performance,The Harry Shuffle (Track),Steve Wariner,False,song,The Harry Shuffle,Steve Wariner,Two Teardrops,,Country,102.0,-14.8,1999-04-22,,1990s
1999,Best Country Album,Forget About It (Album),Alison Krauss,False,song,Forget About It,Alison Krauss,Forget About It,,Bluegrass,182.0,-13.0,2011-11-22,,1990s
1999,Best Country Album,Ride With Bob,Asleep At The Wheel,False,album,Bob's Breakdown,Asleep At The Wheel,Ride With Bob,,,,,,,1990s
1999,Best Country Album,Cold Hard Truth (Album),George Jones,False,album,Choices,George Jones,Cold Hard Truth,,Country,137.0,-14.0,2001-09-25,,1990s
1999,Best Country Album,Fly,Dixie Chicks,True,album,Ready To Run,Dixie Chicks,Fly,,Country,98.7,-12.2,1999-08-27,eng,1990s
1999,Best Traditional Folk Album,The Long Ride (Album),Ramblin' Jack Elliott,False,album,Connection,Ramblin' Jack Elliott,The Long Ride,"[""Pop rock""]",Folk,,,2011-05-24,eng,1990s
1999,Best Traditional Folk Album,Press On,June Carter Cash,True,album,Diamonds In The Rough,June Carter Cash,Press On,,Country,144.6,-14.4,1999-04-20,,1990s
1999,Best Contemporary Folk Album,In Spite Of Ourselves (Album),John Prine,False,song,In Spite Of Ourselves,John Prine,In Spite Of Ourselves,,Folk,154.0,-14.8,1999-09-14,eng,1990s
1999,Best Contemporary Folk Album,Mule Variations,Tom Waits,True,album,Big In Japan,Tom Waits,Mule Variations,,Rock,113.0,-10.6,2008-07-26,eng,1990s
1999,Record Of The Year,I Want It That Way (Track),Backstreet Boys,False,song,I Want It That Way,Backstreet Boys,Millennium,"[""Pop music""]",Teen Pop,98.9,-10.0,1999-05-21,eng,1990s
1999,Record Of The Year,Believe (Single),Cher,False,song,Believe,Cher,Believe,"[""Eurodance"",""Dance-pop"",""House music"",""Techno""]",Pop,132.938,-10.1,1998-10-26,eng,1990s
1999,Record Of The Year,Livin' La Vida Loca (Track),Ricky Martin,False,song,Livin' La Vida Loca,Ricky Martin,Ricky Martin,[],Latin,178.0,-7.0,2016-10-24,eng,1990s
1999,Record Of The Year,No Scrubs (Single),TLC,False,song,No Scrubs,TLC,FanMail,"[""Electro hop music"",""Dance-pop"",""Contemporary R\u0026B""]",R&amp;B,92.0,-9.6,2007-05-21,,1990s
1999,Album Of The Year,Millennium (Album),Backstreet Boys,False,album,Larger Than Life,Backstreet Boys,Millennium,"[""Pop music""]",Teen Pop,108.0,-7.8,2004-09-29,eng,1990s
1999,Album Of The Year,When I Look In Your Eyes (Album),Diana Krall,False,song,When I Look In Your Eyes,Diana Krall,When I Look In Your Eyes,,Jazz,103.0,-18.1,1999-06-08,,1990s
1999,Album Of The Year,Fly (Album),Dixie Chicks,False,album,Ready To Run,Dixie Chicks,Fly,,Country,98.7,-12.2,1999-08-27,eng,1990s
1999,Album Of The Year,Fanmail (Album),TLC,False,song,FanMail,TLC,FanMail,,R&amp;B,162.0,-10.6,1999-02-22,,1990s
1999,Album Of The Year,Supernatural,Santana,True,album,Da Le Yaleo,Santana,Supernatural,,Latin Rock,126.0,-8.5,1999-06-15,spa,1990s
1999,Best Rock Gospel Album,Underdog (Album),Audio Adrenaline,False,song,Underdog,Audio Adrenaline,Underdog,,Christian Rock,172.0,-7.9,1999-08-26,,1990s
1999,Best Rock Gospel Album,Choose Life (Album),Big Tent Revival,False,song,Choose Life,Big Tent Revival,Choose Life,,Christian Rock,,,2011-05-06,,1990s
1999,Best Rock Gospel Album,I Can See Clearly Now (Album),Gospel Gangstaz,False,song,I Can See Clearly Now,Gospel Gangstaz,I Can See Clearly Now,,,102.1,-11.4,2005-11-28,,1990s
1999,Best Rock Gospel Album,Time (Album),Third Day,False,album,I've Always Loved You,Third Day,Time,,,189.7,-7.8,2004-10-05,,1990s
1999,Best Rock Gospel Album,Pray,Rebecca St. James,True,song,Pray,Rebecca St. James,Pray,,Pop Rock,124.0,-6.1,2008-11-04,,1990s
1999,Best Pop/Contemporary Gospel Album,Anointed (Album),Anointed,False,album,Revive Us,Anointed,Anointed,,,114.0,-9.4,2003-09-23,,1990s
1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True,song,Speechless,Steven Curtis Chapman,Speechless,,Contemporary Christian,106.0,-8.6,2006-12-26,,1990s
1999,Best Contemporary Soul Gospel Album,His Gift (Album),CeCe Winans,False,album,He's Brought Joy To The World,CeCe Winans,His Gift,,Christmas,97.0,-9.4,1998-09-18,,1990s
1999,Best Contemporary Soul Gospel Album,We Got Next (Album),Winans Phase 2,False,album,I'm A Winans Too,Winans Phase 2,We Got Next,,Gospel,168.0,-9.8,1999-01-01,,1990s
1999,Best Contemporary Soul Gospel Album,Mountain High...Valley Low,Yolanda Adams,True,album,Time To Change,Yolanda Adams,Mountain High...Valley Low,,Gospel,188.0,-11.1,1999-09-10,,1990s
1999,Best Contemporary Jazz Performance,Inside,David Sanborn,True,album,Corners (For Herbie),David Sanborn,Inside,,,,,,,1990s
1999,Best Jazz Vocal Performance,Traveling Miles (Album),Cassandra Wilson,False,song,Traveling Miles,Cassandra Wilson,Traveling Miles,,Jazz,95.0,-14.9,1999-03-15,,1990s
1999,Best Jazz Vocal Performance,Bridges (Album),Dianne Reeves,False,song,Bridges,Dianne Reeves,Bridges,,Jazz,168.8,-15.2,1999-04-22,,1990s
1999,Best Jazz Vocal Performance,When I Look In Your Eyes,Diana Krall,True,song,When I Look In Your Eyes,Diana Krall,When I Look In Your Eyes,,Jazz,103.0,-18.1,1999-06-08,,1990s
1999,Best Latin Pop Performance,Amarte Es Un Placer (Album),Luis Miguel,False,song,Amarte Es Un Placer,Luis Miguel,Amarte Es Un Placer,,Latin Pop,90.0,-13.1,1999-09-13,,1990s
1999,Best Latin Pop Performance,Tiempos,Rubén Blades,True,song,Tiempos,Rubén Blades,Tiempos,,,93.0,,1999-07-13,,1990s
1999,Best Traditional Tropical Latin Performance,El Amor De Mi Tierra (Album),Carlos Vives,False,song,El Amor De Mi Tierra,Carlos Vives,El Amor De Mi Tierra,,Latin Pop,164.0,-11.1,1999-09-09,,1990s
1999,Best Traditional Tropical Latin Performance,Buena Vista Social Club Presents Ibrahim Ferrer (Album),Ibrahim Ferrer,False,album,Bruca Manigua,Ibrahim Ferrer,Buena Vista Social Club Presents Ibrahim Ferrer,,,110.0,-13.5,2006-06-07,,1990s
1999,Best Mexican-American Performance,Mi Verdad (Album),Alejandro Fernández,False,song,Mi Verdad,Alejandro Fernández,Mi Verdad,,Latin Pop,140.0,-10.7,1995-06-03,,1990s
1999,Best Mexican-American Performance,Momentos (Album),La Mafia,False,song,Momentos,La Mafia,Momentos,,Latin,145.0,-13.2,2009-07-23,,1990s
1999,Best Mexican-American Performance,Por El Amor De Siempre (Album),Pepe Aguilar,False,album,Llamarada,Pepe Aguilar,Por El Amor De Siempre,,Ranchera,142.6,-10.8,2001-08-02,,1990s
1999,Best Short Form Music Video,Back At One (Video),Brian McKnight,False,song,Back At One,Brian McKnight,Back At One,"[""Contemporary R\u0026B"",""Country music"",""Soul music""]",R&amp;B,130.0,-11.4,2007-09-26,,1990s
1999,Best Short Form Music Video,Everything Is Everything (Video),Lauryn Hill,False,song,Everything Is Everything,Lauryn Hill,The Miseducation Of Lauryn Hill,,R&amp;B,94.0,-11.5,1998-06-17,,1990s
1999,Best Short Form Music Video,Unpretty (Video),TLC,False,song,Unpretty,TLC,FanMail,"[""Pop rock"",""Contemporary R\u0026B""]",R&amp;B,177.0,-10.9,2002-10-14,eng,1990s
1999,Best Short Form Music Video,Freak On A Leash,Korn,True,song,Freak On A Leash (Clean),KoRn,Other Releases,,,,,,eng,1990s
1999,Best Long Form Music Video,Don't Stop (Video),Gloria Estefan,False,song,Don't Stop,Gloria Estefan,Gloria!,,Dance,,,,,1990s
1999,Best New Age Album,Turning (Album),Suzanne Ciani,False,song,Turning,Suzanne Ciani,Other songs,,,123.0,-14.1,2013-01-01,,1990s
1999,Best Polka Album,Polkasonic,Brave Combo,True,album,Down At The Friendly Tavern,Brave Combo,Polkasonic,,Dance,132.1,-9.2,0000-00-00,,1990s
1999,Best Female Pop Vocal Performance,Thank U (Track),Alanis Morissette,False,song,Thank U,Alanis Morissette,Supposed Former Infatuation Junkie,"[""Alternative rock""]",Alternative Rock,92.0,-8.7,1998-10-16,eng,1990s
1999,Best Female Pop Vocal Performance,...Baby One More Time (Single),Britney Spears,False,song,...Baby One More Time,Britney Spears,...Baby One More Time,,Teen Pop,92.0,-10.6,2003-05-05,eng,1990s
1999,Best Female Pop Vocal Performance,Genie In A Bottle (Single),Christina Aguilera,False,song,Genie In A Bottle,Christina Aguilera,Christina Aguilera,"[""Dance-pop"",""Teen pop""]",Pop,175.0,-10.6,2007-05-21,,1990s
1999,Best Female Pop Vocal Performance,Beautiful Stranger (Track),Madonna,False,song,Beautiful Stranger,Madonna,GHV2,"[""Dance-pop"",""Psychedelic pop"",""Electronic music""]",Pop,122.0,-9.5,2001-11-12,eng,1990s
1999,Best Female Pop Vocal Performance,I Will Remember You,Sarah McLachlan,True,song,I Will Remember You,Sarah McLachlan,"Rarities, B-Sides And Other Stuff","[""Pop music""]",Pop Rock,140.0,-12.5,2008-10-06,eng,1990s
1999,Best Male Pop Vocal Performance,Sogno (Track),Andrea Bocelli,False,song,Sogno,Andrea Bocelli,Il Mare Calmo Della Sera,,Classical,97.0,-11.3,2009-07-14,,1990s
1999,Best Male Pop Vocal Performance,Mambo No. 5 (A Little Bit Of...) (Single),Lou Bega,False,song,Mambo No. 5 (A Little Bit Of...),Lou Bega,A Little Bit Of Mambo,"[""Jive (dance)"",""Mambo (music)""]",Latin,173.0,-9.5,2007-05-07,eng,1990s
1999,Best Male Pop Vocal Performance,I Need To Know (Track),Marc Anthony,False,song,I Need To Know,Marc Anthony,Marc Anthony,"[""Pop music"",""Contemporary R\u0026B"",""Latin music (genre)""]",Salsa,115.0,-8.9,1999-09-28,,1990s
1999,Best Male Pop Vocal Performance,Livin' La Vida Loca (Track),Ricky Martin,False,song,Livin' La Vida Loca,Ricky Martin,Ricky Martin,[],Latin,178.0,-7.0,2016-10-24,eng,1990s
1999,Best Male Pop Vocal Performance,Brand New Day,Sting,True,song,Brand New Day,Sting,Brand New Day,,Pop Rock,104.0,-12.9,2002-04-18,eng,1990s
1999,Best Pop Performance By A Duo Or Group With Vocal,I Want It That Way (Track),Backstreet Boys,False,song,I Want It That Way,Backstreet Boys,Millennium,"[""Pop music""]",Teen Pop,98.9,-10.0,1999-05-21,eng,1990s
